,ds,test
1021,20/10/2015,3639.0
1022,21/10/2015,2551.0
1023,22/10/2015,1925.0
1024,23/10/2015,1989.0
1025,24/10/2015,181.0
1026,25/10/2015,0.0
1027,26/10/2015,2569.0
1028,27/10/2015,2019.0
1029,28/10/2015,1900.0
1030,29/10/2015,1180.0
1031,30/10/2015,1886.0
1032,31/10/2015,322.0
1033,01/11/2015,0.0
1034,02/11/2015,2615.0
1035,03/11/2015,2594.0
1036,04/11/2015,1760.0
1037,05/11/2015,1590.0
1038,06/11/2015,1994.0
1039,07/11/2015,409.0
1040,08/11/2015,24.0
1041,09/11/2015,3017.0
1042,10/11/2015,2538.0
1043,11/11/2015,2019.0
1044,12/11/2015,1667.0
1045,13/11/2015,1876.0
1046,14/11/2015,498.0
1047,15/11/2015,0.0
1048,16/11/2015,2237.0
1049,17/11/2015,2268.0
1050,18/11/2015,1898.0
1051,19/11/2015,1870.0
1052,20/11/2015,2174.0
1053,21/11/2015,540.0
1054,22/11/2015,0.0
1055,23/11/2015,2397.0
1056,24/11/2015,1947.0
1057,25/11/2015,2057.0
1058,26/11/2015,1860.0
1059,27/11/2015,2270.0
1060,28/11/2015,409.0
1061,29/11/2015,0.0
1062,30/11/2015,3666.0
1063,01/12/2015,2535.0
1064,02/12/2015,2063.0
1065,03/12/2015,1497.0
1066,04/12/2015,2170.0
1067,05/12/2015,312.0
1068,06/12/2015,0.0
1069,07/12/2015,2228.0
1070,08/12/2015,2098.0
1071,09/12/2015,2725.0
1072,10/12/2015,1491.0
1073,11/12/2015,2140.0
1074,12/12/2015,450.0
1075,13/12/2015,0.0
1076,14/12/2015,2057.0
1077,15/12/2015,2181.0
1078,16/12/2015,2339.0
1079,17/12/2015,1414.0
1080,18/12/2015,2924.0
1081,19/12/2015,482.0
1082,20/12/2015,0.0
1083,21/12/2015,1611.0
1084,22/12/2015,2771.0
1085,23/12/2015,3477.0
1086,24/12/2015,1565.0
1087,25/12/2015,2158.0
1088,26/12/2015,800.0
1089,27/12/2015,15.0
1090,28/12/2015,2555.0
1091,29/12/2015,1839.0
1092,30/12/2015,2331.0
1093,31/12/2015,772.0
1094,01/01/2016,70.0
1095,02/01/2016,33.0
1096,03/01/2016,0.0
1097,04/01/2016,6421.0
1098,05/01/2016,7069.0
1099,06/01/2016,5017.0
1100,07/01/2016,3192.0
1101,08/01/2016,4838.0
1102,09/01/2016,1063.0
1103,10/01/2016,0.0
1104,11/01/2016,5227.0
1105,12/01/2016,3848.0
1106,13/01/2016,3631.0
1107,14/01/2016,1899.0
1108,15/01/2016,2978.0
1109,16/01/2016,657.0
1110,17/01/2016,0.0
1111,18/01/2016,3859.0
1112,19/01/2016,4572.0
1113,20/01/2016,3687.0
1114,21/01/2016,2851.0
1115,22/01/2016,2644.0
1116,23/01/2016,429.0
1117,24/01/2016,0.0
1118,25/01/2016,3637.0
1119,26/01/2016,3865.0
1120,27/01/2016,3499.0
1121,28/01/2016,2374.0
1122,29/01/2016,3880.0
1123,30/01/2016,755.0
1124,31/01/2016,0.0
1125,01/02/2016,5594.0
1126,02/02/2016,5592.0
1127,03/02/2016,4690.0
1128,04/02/2016,4243.0
1129,05/02/2016,4763.0
1130,06/02/2016,1564.0
1131,07/02/2016,0.0
1132,08/02/2016,0.0
1133,09/02/2016,0.0
1134,10/02/2016,0.0
1135,11/02/2016,24.0
1136,12/02/2016,0.0
1137,13/02/2016,0.0
1138,14/02/2016,3664.0
1139,15/02/2016,3610.0
1140,16/02/2016,5537.0
1141,17/02/2016,3369.0
1142,18/02/2016,3054.0
1143,19/02/2016,2735.0
1144,20/02/2016,780.0
1145,21/02/2016,0.0
1146,22/02/2016,3037.0
1147,23/02/2016,3315.0
1148,24/02/2016,2221.0
1149,25/02/2016,1541.0
1150,26/02/2016,1883.0
1151,27/02/2016,564.0
1152,28/02/2016,0.0
1153,29/02/2016,2525.0
1154,01/03/2016,2627.0
1155,02/03/2016,2374.0
1156,03/03/2016,1618.0
1157,04/03/2016,2259.0
1158,05/03/2016,426.0
1159,06/03/2016,0.0
1160,07/03/2016,2203.0
1161,08/03/2016,2344.0
1162,09/03/2016,2392.0
1163,10/03/2016,1870.0
1164,11/03/2016,1772.0
1165,12/03/2016,610.0
1166,13/03/2016,0.0
1167,14/03/2016,2437.0
1168,15/03/2016,2326.0
1169,16/03/2016,1954.0
1170,17/03/2016,1569.0
1171,18/03/2016,1777.0
1172,19/03/2016,442.0
1173,20/03/2016,0.0
1174,21/03/2016,2476.0
1175,22/03/2016,1934.0
1176,23/03/2016,2048.0
1177,24/03/2016,1586.0
1178,25/03/2016,2268.0
1179,26/03/2016,506.0
1180,27/03/2016,0.0
1181,28/03/2016,3439.0
1182,29/03/2016,3208.0
1183,30/03/2016,2277.0
1184,31/03/2016,2144.0
1185,01/04/2016,2519.0
1186,02/04/2016,195.0
1187,03/04/2016,0.0
1188,04/04/2016,0.0
1189,05/04/2016,4003.0
1190,06/04/2016,2513.0
1191,07/04/2016,2118.2955311885053
1192,08/04/2016,2644.609150277091
1193,09/04/2016,670.5726393599525
1194,10/04/2016,0.3399906511941757
1195,11/04/2016,2100.862371434895
1196,12/04/2016,2356.6974979969095
1197,13/04/2016,2165.385670647972
1198,14/04/2016,1747.764192489461
1199,15/04/2016,2189.363481415298
1200,16/04/2016,455.2043269470286
1201,17/04/2016,3.400241359298895
1202,18/04/2016,1775.4721724807976
1203,19/04/2016,1919.2557151230849
1204,20/04/2016,1798.1622371364858
1205,21/04/2016,1453.1336925244457
1206,22/04/2016,1771.4442746805905
1207,23/04/2016,605.3609004991401
1208,24/04/2016,0.846743569707598
1209,25/04/2016,2387.6071333855716
1210,26/04/2016,2898.18533105217
1211,27/04/2016,2645.066722246439
1212,28/04/2016,2114.6325434708506
1213,29/04/2016,2730.2147161175553
1214,30/04/2016,6.956696417468737
1215,01/05/2016,0.0
1216,02/05/2016,0.0
1217,03/05/2016,4210.010392402972
1218,04/05/2016,3130.9898047646757
1219,05/05/2016,2271.544715580334
1220,06/05/2016,3178.101677415532
1221,07/05/2016,1495.5106640428041
1222,08/05/2016,0.5131192677271457
1223,09/05/2016,2299.379474676402
1224,10/05/2016,2606.539680271162
1225,11/05/2016,2264.6529483592276
1226,12/05/2016,1782.1016927045628
1227,13/05/2016,2213.203905054882
1228,14/05/2016,752.5392701689613
1229,15/05/2016,0.0
1230,16/05/2016,2177.9858561413007
1231,17/05/2016,2324.633403347646
1232,18/05/2016,2203.473315164969
1233,19/05/2016,1773.5460839513196
1234,20/05/2016,1967.136212386103
1235,21/05/2016,347.2568725848067
1236,22/05/2016,0.0
1237,23/05/2016,2212.9135506845078
1238,24/05/2016,2285.928461474982
1239,25/05/2016,2134.16651845399
1240,26/05/2016,1756.254374904799
1241,27/05/2016,1920.077112219356
1242,28/05/2016,297.3915230030215
1243,29/05/2016,0.0
1244,30/05/2016,1671.7676060097565
1245,31/05/2016,1820.6922814888896
1246,01/06/2016,1915.5537486584049
1247,02/06/2016,1707.0596871799555
1248,03/06/2016,2454.23467960492
1249,04/06/2016,585.7956802238881
1250,05/06/2016,0.4074957512694872
1251,06/06/2016,1919.7432821738573
1252,07/06/2016,2191.5103098607196
1253,08/06/2016,2315.543996136771
1254,09/06/2016,12.91079377385636
1255,10/06/2016,13.341814659918484
1256,11/06/2016,1.4946787112519275
1257,12/06/2016,1787.7811692913085
1258,13/06/2016,2324.6642903128386
1259,14/06/2016,2430.1615170152554
1260,15/06/2016,2162.0479037261844
1261,16/06/2016,1744.3476290050394
1262,17/06/2016,1975.6577181014948
1263,18/06/2016,400.40891027489283
1264,19/06/2016,1.4215793373649954
1265,20/06/2016,2090.872269355836
1266,21/06/2016,2293.6302887513602
1267,22/06/2016,2137.7209273812496
1268,23/06/2016,1713.8432950090782
1269,24/06/2016,1940.2435407872908
1270,25/06/2016,320.8439749095862
1271,26/06/2016,0.04303854763548576
1272,27/06/2016,2114.462471008939
1273,28/06/2016,2411.5430920190133
1274,29/06/2016,2151.0795709224235
1275,30/06/2016,1688.7917745073782
1276,01/07/2016,2844.6829830596944
1277,02/07/2016,455.4823572393787
1278,03/07/2016,1.1542723715199243
1279,04/07/2016,2050.744229426099
1280,05/07/2016,2348.9950167109587
1281,06/07/2016,2576.4020288615943
1282,07/07/2016,2001.9458152934667
1283,08/07/2016,2537.3069744067193
1284,09/07/2016,459.22190772595235
1285,10/07/2016,0.5382323323467642
1286,11/07/2016,2110.9182920061503
1287,12/07/2016,2326.482343312104
1288,13/07/2016,2171.855688057297
1289,14/07/2016,1761.8378307960056
1290,15/07/2016,2226.910510248334
1291,16/07/2016,381.53269177261046
1292,17/07/2016,0.0337625578232954
1293,18/07/2016,2206.1838724504846
1294,19/07/2016,2402.420557254505
1295,20/07/2016,2190.495893218762
1296,21/07/2016,1758.0058745241117
1297,22/07/2016,2011.1766715039194
1298,23/07/2016,308.6702871014641
1299,24/07/2016,0.5150408249657521
1300,25/07/2016,2189.6441070553947
1301,26/07/2016,2399.8558450431738
1302,27/07/2016,2183.9959485846666
1303,28/07/2016,1759.0538468453642
1304,29/07/2016,2040.8475093902343
1305,30/07/2016,272.95425654183157
1306,31/07/2016,0.09039625979912769
1307,01/08/2016,2626.681848795644
1308,02/08/2016,3043.1627015627655
1309,03/08/2016,2417.748763375614
1310,04/08/2016,1615.0647956745336
1311,05/08/2016,1961.5889890795665
1312,06/08/2016,378.56992703201
1313,07/08/2016,0.008767484213494825
1314,08/08/2016,2377.33100531675
1315,09/08/2016,2572.933483209273
1316,10/08/2016,2149.5680598586737
1317,11/08/2016,1693.274235711805
1318,12/08/2016,2191.4175346156403
1319,13/08/2016,405.60120232332196
1320,14/08/2016,0.54681634903158
1321,15/08/2016,2211.7390398177527
1322,16/08/2016,2356.054906476859
1323,17/08/2016,2109.2867980185665
1324,18/08/2016,1714.3544954832373
1325,19/08/2016,2063.674716821161
1326,20/08/2016,360.08004465447976
1327,21/08/2016,4.464181424405854
1328,22/08/2016,2243.895263203969
1329,23/08/2016,2430.592853586676
1330,24/08/2016,2123.0711656652916
1331,25/08/2016,1655.8793876217846
1332,26/08/2016,1884.963602475767
1333,27/08/2016,294.5618851013151
1334,28/08/2016,3.2629617456533637
1335,29/08/2016,2349.316995888366
1336,30/08/2016,2422.216369972891
1337,31/08/2016,2207.7549195070073
1338,01/09/2016,1638.9147399366964
1339,02/09/2016,2277.4596641981207
1340,03/09/2016,364.16892271671014
1341,04/09/2016,2.3424963220209074
1342,05/09/2016,1445.8404459697324
1343,06/09/2016,1960.84204040476
1344,07/09/2016,1900.382406277408
1345,08/09/2016,1468.9482697172514
1346,09/09/2016,2028.3751148301883
1347,10/09/2016,498.1178643905793
1348,11/09/2016,0.2321727180907891
1349,12/09/2016,1918.30822195568
1350,13/09/2016,2057.6188470236593
1351,14/09/2016,2162.8694504486284
1352,15/09/2016,17.94987041999142
1353,16/09/2016,3.6178504362952646
1354,17/09/2016,22.81013699448341
1355,18/09/2016,1938.5520371003452
1356,19/09/2016,2573.974942115564
1357,20/09/2016,2465.6806891133983
1358,21/09/2016,2134.337057857332
1359,22/09/2016,1668.6640877796135
1360,23/09/2016,1914.3589730213473
1361,24/09/2016,289.4937761161959
1362,25/09/2016,0.48326140826992625
1363,26/09/2016,2317.034616213602
1364,27/09/2016,2451.8931715172994
1365,28/09/2016,2311.2323923296367
1366,29/09/2016,1917.859325934018
1367,30/09/2016,2330.2231172423894
1368,01/10/2016,1.9867914476380517
1369,02/10/2016,4.060720097432626
1370,03/10/2016,0.632960163383266
1371,04/10/2016,2.8157704147514693
1372,05/10/2016,6.982899758522522
1373,06/10/2016,20.15049512505882
1374,07/10/2016,33.29847447274648
1375,08/10/2016,2671.630685556753
1376,09/10/2016,4687.579031612789
1377,10/10/2016,3907.985147929102
1378,11/10/2016,4229.492062502691
1379,12/10/2016,3461.3969506747467
1380,13/10/2016,2220.0918371675857
1381,14/10/2016,2589.47884530729
1382,15/10/2016,999.5751497648262
1383,16/10/2016,3.546013048625725
1384,17/10/2016,2568.5478164368596
1385,18/10/2016,2560.645098595179
1386,19/10/2016,2040.6714815627286
1387,20/10/2016,1479.7697243128887
1388,21/10/2016,1708.6460904114988
1389,22/10/2016,308.06995834546643
1390,23/10/2016,0.7560443554780785
1391,24/10/2016,2275.3322074331136
1392,25/10/2016,2474.297796947645
1393,26/10/2016,2303.3111461842304
1394,27/10/2016,1663.757099841279
1395,28/10/2016,2059.5834888276813
1396,29/10/2016,357.35456264844004
1397,30/10/2016,1.49270391659367
1398,31/10/2016,2307.63457951434
1399,01/11/2016,2328.017009738373
1400,02/11/2016,2198.9528629580136
1401,03/11/2016,1495.4489703937356
1402,04/11/2016,1986.2812711322415
1403,05/11/2016,363.80854559210104
1404,06/11/2016,0.09469375938998326
1405,07/11/2016,2514.1785279421256
1406,08/11/2016,2832.8018210424243
1407,09/11/2016,2349.6278828813247
1408,10/11/2016,1640.3161999198192
1409,11/11/2016,2210.714194424657
1410,12/11/2016,401.7861193005796
1411,13/11/2016,2.732415881106193
1412,14/11/2016,2205.1658927643907
1413,15/11/2016,2374.712665780868
1414,16/11/2016,2115.653389921675
1415,17/11/2016,1619.050475777677
1416,18/11/2016,2176.214911391604
1417,19/11/2016,432.6797448525974
1418,20/11/2016,2.5875550857344427
1419,21/11/2016,2331.0104585630274
1420,22/11/2016,2465.5583586668263
1421,23/11/2016,2262.6518695620157
1422,24/11/2016,1727.9570387936265
1423,25/11/2016,2148.025457741536
1424,26/11/2016,409.73858255720165
1425,27/11/2016,0.15728802252552487
1426,28/11/2016,2268.140167676064
1427,29/11/2016,2576.480423808949
1428,30/11/2016,2231.1348030668496
1429,01/12/2016,1536.4157762865166
1430,02/12/2016,2024.9489202843697
1431,03/12/2016,329.49443460432235
1432,04/12/2016,0.0
1433,05/12/2016,2119.983771903732
1434,06/12/2016,2902.2333695220536
1435,07/12/2016,2658.0083766224716
1436,08/12/2016,2058.8751760569385
1437,09/12/2016,2688.2539977661577
1438,10/12/2016,456.96505599758484
1439,11/12/2016,0.7737596718872346
1440,12/12/2016,2200.6075164830195
1441,13/12/2016,2355.081384892147
1442,14/12/2016,2196.7184381134157
1443,15/12/2016,1717.6361100605272
1444,16/12/2016,2404.1547347079872
1445,17/12/2016,386.6853482010167
1446,18/12/2016,1.800303302455133
1447,19/12/2016,1514.2611820060029
1448,20/12/2016,1777.636938606048
1449,21/12/2016,1708.4403416109162
1450,22/12/2016,1223.148764237558
1451,23/12/2016,1934.4395615385895
1452,24/12/2016,395.36312447224316
1453,25/12/2016,2.7932554223851827
1454,26/12/2016,2191.9692137824727
1455,27/12/2016,2172.5897191680624
1456,28/12/2016,2253.455877252245
1457,29/12/2016,1585.8932028951149
1458,30/12/2016,2052.3628793956013
1459,31/12/2016,5.974593353705452
1460,01/01/2017,0.4910811773495878
1461,02/01/2017,2.392297111754483
1462,03/01/2017,5125.89426278134
1463,04/01/2017,5869.601354428825
1464,05/01/2017,5625.378991411056
1465,06/01/2017,8012.90416391226
1466,07/01/2017,1826.0089642431587
1467,08/01/2017,0.3406305748572813
1468,09/01/2017,4536.040673612631
1469,10/01/2017,4324.814883850771
1470,11/01/2017,3379.632942583286
1471,12/01/2017,2851.5927914363006
1472,13/01/2017,3318.494315585716
1473,14/01/2017,1072.453455338337
1474,15/01/2017,1.4904529378101308
1475,16/01/2017,3673.866989252576
1476,17/01/2017,3846.08904082597
1477,18/01/2017,3810.8702461015077
1478,19/01/2017,3297.213419125661
1479,20/01/2017,4102.05791234397
1480,21/01/2017,706.6284117637491
1481,22/01/2017,1419.374175551248
1482,23/01/2017,3566.4327895910983
1483,24/01/2017,3898.894869254935
1484,25/01/2017,4200.648769293578
1485,26/01/2017,3313.6252704132876
1486,27/01/2017,0.2366627343658363
1487,28/01/2017,0.30666803182033475
1488,29/01/2017,0.2657939005585013
1489,30/01/2017,0.0
1490,31/01/2017,0.07561288794698995
1491,01/02/2017,0.0
1492,02/02/2017,3.160974434473414
1493,03/02/2017,7129.974181466932
1494,04/02/2017,1869.7602659829497
1495,05/02/2017,0.6558785801521749
1496,06/02/2017,6513.269955497106
1497,07/02/2017,6140.186093976147
1498,08/02/2017,4059.2541352392777
1499,09/02/2017,2704.9646827984852
1500,10/02/2017,3341.129383707697
1501,11/02/2017,1070.938937560607
1502,12/02/2017,1.304642674673898
1503,13/02/2017,2847.8801192294136
1504,14/02/2017,2824.304506290357
1505,15/02/2017,2551.91215911511
1506,16/02/2017,1939.5499698690153
1507,17/02/2017,2179.3406078663766
1508,18/02/2017,421.3606079357066
1509,19/02/2017,1.1606280730193714
1510,20/02/2017,2666.861251061481
1511,21/02/2017,2831.192466200549
1512,22/02/2017,2481.0733717123767
1513,23/02/2017,2188.17280098259
1514,24/02/2017,2312.1071415944266
1515,25/02/2017,423.55819703765127
1516,26/02/2017,0.27977847777641385
1517,27/02/2017,2874.381834438831
1518,28/02/2017,3458.866414463922
1519,01/03/2017,2227.89678416304
1520,02/03/2017,2057.6411639495127
1521,03/03/2017,2591.1551831208776
1522,04/03/2017,412.06663649088676
1523,05/03/2017,0.9929657894002526
1524,06/03/2017,2330.1778373909924
1525,07/03/2017,2614.4539651214272
1526,08/03/2017,2297.902488988331
1527,09/03/2017,1743.9827847417178
1528,10/03/2017,2020.7836112201799
1529,11/03/2017,428.3987591711763
1530,12/03/2017,0.0
1531,13/03/2017,2147.328491477085
1532,14/03/2017,2569.3259829520753
1533,15/03/2017,2297.6993049005423
1534,16/03/2017,1844.7545761994065
1535,17/03/2017,2150.6652641462174
1536,18/03/2017,384.18870527562154
1537,19/03/2017,1.8473163986066203
1538,20/03/2017,2399.9115424108777
1539,21/03/2017,2770.6949748363254
1540,22/03/2017,2472.6920651593387
1541,23/03/2017,1904.2089551724002
1542,24/03/2017,2024.1509952568576
1543,25/03/2017,328.8066646747926
1544,26/03/2017,0.0
1545,27/03/2017,2139.0662466741715
1546,28/03/2017,2599.8881099077284
1547,29/03/2017,2396.6446621486452
1548,30/03/2017,1756.2230992324048
1549,31/03/2017,2095.4372618972125
1550,01/04/2017,418.2924179645803
1551,02/04/2017,5.068916652709206
1552,03/04/2017,4.05587562846908
1553,04/04/2017,0.6927732650278116
1554,05/04/2017,2406.2712329473984
1555,06/04/2017,2076.4798675797274
1556,07/04/2017,2570.2218884523636
1557,08/04/2017,1888.055342925969
1558,09/04/2017,1.557985153434109
1559,10/04/2017,2143.64290563217
1560,11/04/2017,2474.793775282913
1561,12/04/2017,2369.135153112088
1562,13/04/2017,1895.5137290321995
1563,14/04/2017,2319.558491975257
1564,15/04/2017,484.3961810008554
1565,16/04/2017,0.0
1566,17/04/2017,2279.943520563527
1567,18/04/2017,2480.0894346300984
1568,19/04/2017,2234.6529660685183
1569,20/04/2017,1736.6421354748504
1570,21/04/2017,1963.0720083200372
1571,22/04/2017,581.668520906464
1572,23/04/2017,0.4548394532135087
1573,24/04/2017,2517.9941233007244
1574,25/04/2017,2709.609255346809
1575,26/04/2017,2669.3165871868114
1576,27/04/2017,2085.2879437243573
1577,28/04/2017,2661.840182739266
1578,29/04/2017,8.927070774542608
1579,30/04/2017,0.06744223171143715
1580,01/05/2017,1.293199757968552
1581,02/05/2017,4692.137601305599
1582,03/05/2017,4235.310234531767
1583,04/05/2017,2902.1132084421897
1584,05/05/2017,3416.7134408840266
1585,06/05/2017,1728.0190881685746
1586,07/05/2017,0.5994300225328746
1587,08/05/2017,3255.2176126843638
1588,09/05/2017,2778.9479420555836
1589,10/05/2017,2206.848495015759
1590,11/05/2017,1741.093912863399
1591,12/05/2017,2104.373407924664
1592,13/05/2017,775.5082749762561
1593,14/05/2017,0.0
1594,15/05/2017,2258.4901379991934
1595,16/05/2017,2325.067308291312
1596,17/05/2017,2038.5859494726815
1597,18/05/2017,1732.706322778494
1598,19/05/2017,1849.7902019739158
1599,20/05/2017,328.9900406210886
1600,21/05/2017,0.48600166004975764
1601,22/05/2017,1706.1903357060662
1602,23/05/2017,1979.8923347700722
1603,24/05/2017,1855.1216762085771
1604,25/05/2017,1470.4485025161212
1605,26/05/2017,1859.802468544475
1606,27/05/2017,429.69647928723145
1607,28/05/2017,0.18632665478077426
1608,29/05/2017,2.5418924467291877
1609,30/05/2017,2.909398860403228
1610,31/05/2017,2098.7184441292975
1611,01/06/2017,2313.394944895725
1612,02/06/2017,3248.677128042988
1613,03/06/2017,1140.2674612201304
1614,04/06/2017,0.031064122182208997
1615,05/06/2017,1851.8143271419822
1616,06/06/2017,2856.116389098691
1617,07/06/2017,2665.852265175846
1618,08/06/2017,2177.66680410985
1619,09/06/2017,2445.23659189895
1620,10/06/2017,421.5549553323882
1621,11/06/2017,1.944387633875209
1622,12/06/2017,2043.1782327628068
1623,13/06/2017,2245.135231902819
1624,14/06/2017,2194.305830971786
1625,15/06/2017,1749.1480314243174
1626,16/06/2017,2228.6666810932297
1627,17/06/2017,369.07404327537904
1628,18/06/2017,1.8358414520250905
1629,19/06/2017,2224.8438056536156
1630,20/06/2017,2367.6266197193017
1631,21/06/2017,2227.555700555843
1632,22/06/2017,1809.3833653077013
1633,23/06/2017,2063.2965003307745
1634,24/06/2017,292.4715187655149
1635,25/06/2017,0.2545415233801389
1636,26/06/2017,2215.049658976064
1637,27/06/2017,2288.6096886720525
1638,28/06/2017,2141.0068209837996
1639,29/06/2017,1710.0998026813604
1640,30/06/2017,1960.9213210677979
1641,01/07/2017,381.23538081104806
1642,02/07/2017,2.572506131122038
1643,03/07/2017,2444.5103269458527
1644,04/07/2017,2342.4850298605506
1645,05/07/2017,2143.496093539467
1646,06/07/2017,2020.527147021859
1647,07/07/2017,2452.9556982826716
1648,08/07/2017,502.42747215114633
1649,09/07/2017,1.1978763483308401
1650,10/07/2017,2185.0068327326953
1651,11/07/2017,2341.160636992076
1652,12/07/2017,2215.9611258062046
1653,13/07/2017,1792.2439846261661
1654,14/07/2017,2341.4652906855213
1655,15/07/2017,374.38686502377436
1656,16/07/2017,2.073493745032997
1657,17/07/2017,2242.825391699095
1658,18/07/2017,2417.953438409081
1659,19/07/2017,2211.5924585044045
1660,20/07/2017,1730.4263248603763
1661,21/07/2017,1986.450719565936
1662,22/07/2017,281.27477526936354
1663,23/07/2017,0.5249107222777125
1664,24/07/2017,2091.0227497440173
1665,25/07/2017,2252.0488596919827
1666,26/07/2017,2076.9439314987735
1667,27/07/2017,1576.614857080904
1668,28/07/2017,1884.9739041395364
1669,29/07/2017,288.07582204750565
1670,30/07/2017,0.5797627573215416
1671,31/07/2017,2015.711682420626
1672,01/08/2017,2658.7577372916917
1673,02/08/2017,2637.1429574971253
1674,03/08/2017,1818.883219561949
1675,04/08/2017,2005.3609844997977
1676,05/08/2017,389.9919925651841
1677,06/08/2017,2.5305835092521267
1678,07/08/2017,2395.9438707231125
1679,08/08/2017,2722.1034336686184
1680,09/08/2017,2424.390780251347
1681,10/08/2017,1749.853512788221
1682,11/08/2017,2223.572887678142
1683,12/08/2017,423.8070490583359
1684,13/08/2017,8.061832464859037
1685,14/08/2017,2213.7499361877462
1686,15/08/2017,2420.176650454739
1687,16/08/2017,2216.563344572715
1688,17/08/2017,1694.0277526469874
1689,18/08/2017,2022.2082012061846
1690,19/08/2017,373.85249096025854
1691,20/08/2017,1.4694845164054438
1692,21/08/2017,2209.045791630957
1693,22/08/2017,2400.559444382051
1694,23/08/2017,2188.05701897017
1695,24/08/2017,1667.165263322656
1696,25/08/2017,1836.7556252863512
1697,26/08/2017,303.9431015624111
1698,27/08/2017,2.1382679814329237
1699,28/08/2017,2266.850803091584
1700,29/08/2017,2699.7082083000582
1701,30/08/2017,2278.2621565404093
1702,31/08/2017,1804.3340568519257
1703,01/09/2017,2193.2273156311344
1704,02/09/2017,295.5002611689534
1705,03/09/2017,2.6423324300646343
1706,04/09/2017,2001.309282614235
1707,05/09/2017,2258.513092399385
1708,06/09/2017,2621.2579722543705
1709,07/09/2017,2052.422071440159
1710,08/09/2017,2679.909472915018
1711,09/09/2017,466.7038273083561
1712,10/09/2017,4.703021607792238
1713,11/09/2017,2188.17026808174
1714,12/09/2017,2387.7649520520395
1715,13/09/2017,2227.3753808759498
1716,14/09/2017,1846.2380095029444
1717,15/09/2017,2441.3948942569427
1718,16/09/2017,414.53609632658555
1719,17/09/2017,6.835495717396741
1720,18/09/2017,2458.5422791619017
1721,19/09/2017,2494.3743336916746
1722,20/09/2017,2261.030572994064
1723,21/09/2017,1817.2494048622873
1724,22/09/2017,2149.1798405758896
1725,23/09/2017,348.743820596864
1726,24/09/2017,1.089112371430339
1727,25/09/2017,3022.181917621921
1728,26/09/2017,3322.356058292491
1729,27/09/2017,3507.9835029224673
1730,28/09/2017,2494.557507952513
1731,29/09/2017,3225.1188049670745
1732,30/09/2017,677.288181170859
1733,01/10/2017,1.8511440524489866
1734,02/10/2017,1.6192173599237334
1735,03/10/2017,3.1181664122872803
1736,04/10/2017,4.065073480919269
1737,05/10/2017,7.157006155792407
1738,06/10/2017,23.983240355886785
1739,07/10/2017,16.576419126912562
1740,08/10/2017,7.12698764517739
1741,09/10/2017,4216.171070095924
1742,10/10/2017,4158.9175788938
1743,11/10/2017,3638.980795681789
1744,12/10/2017,2888.7155012246685
1745,13/10/2017,3511.0641024302017
1746,14/10/2017,1268.011644577394
1747,15/10/2017,3.1956014206919185
1748,16/10/2017,2869.3401360279354
1749,17/10/2017,2751.889534010549
1750,18/10/2017,2299.6613929889486
1751,19/10/2017,1448.7284229016007
1752,20/10/2017,1660.545338584736
1753,21/10/2017,569.8193560147536
1754,22/10/2017,1.155396959842943
1755,23/10/2017,2347.242385906219
1756,24/10/2017,2459.7008825309363
1757,25/10/2017,2185.2345018749565
1758,26/10/2017,1723.3711954204305
1759,27/10/2017,2025.275469023681
1760,28/10/2017,267.79937459744656
1761,29/10/2017,0.80942712197672
1762,30/10/2017,2322.9893170992063
1763,31/10/2017,2507.894225740938
1764,01/11/2017,1971.1906998942447
1765,02/11/2017,1507.300113523177
1766,03/11/2017,1820.5817199953178
1767,04/11/2017,324.6679746872001
1768,05/11/2017,0.4334083025473878
1769,06/11/2017,2544.09570003974
1770,07/11/2017,2914.1965399543933
1771,08/11/2017,2665.880251265656
1772,09/11/2017,1938.0285802077533
1773,10/11/2017,2405.848393808649
1774,11/11/2017,456.0581670590499
1775,12/11/2017,3.1098446313143056
1776,13/11/2017,2283.636538460299
1777,14/11/2017,2468.7710764711346
1778,15/11/2017,2212.178803014646
1779,16/11/2017,1736.6012067900028
1780,17/11/2017,2251.225142571831
1781,18/11/2017,445.48957850611407
1782,19/11/2017,1.5448113403153125
1783,20/11/2017,2173.8911339595898
1784,21/11/2017,2335.0228796329975
1785,22/11/2017,2124.2376079352293
1786,23/11/2017,1654.9460375629594
1787,24/11/2017,2040.1535797436811
1788,25/11/2017,396.68555617562265
1789,26/11/2017,0.8024922995631532
1790,27/11/2017,2146.815496234311
1791,28/11/2017,2374.3611780280585
1792,29/11/2017,2221.546797286706
1793,30/11/2017,1874.219029289473
1794,01/12/2017,1761.9294280735128
1795,02/12/2017,303.51351215920255
1796,03/12/2017,0.0
1797,04/12/2017,2256.038598762489
1798,05/12/2017,2233.8193949744878
1799,06/12/2017,2232.4873100154828
