,week_no,day_of_week,brand,date,cnt_x,brand_fill,ds,lunar_day,is_holiday,after_holiday_type,after_holiday,before_holiday_type,before_holiday,last_workday_before_holiday,is_week_end,is_work,index,cnt_y,spring_sunday,is_norm_sunday,is_saturday,is_redundent_sunday,is_after_new_year,month,day,year
1146,165,1,7,1042,590,7,22/02/2016,115,0,7,0.6,,,,1,1,1146,3037,0,0,0,0,0,2,22,2016
1147,165,2,7,1043,316,7,23/02/2016,116,0,7,0.55,,,,1,1,1147,3315,0,0,0,0,0,2,23,2016
1148,165,3,7,1044,360,7,24/02/2016,117,0,7,0.5,,,,1,1,1148,2221,0,0,0,0,0,2,24,2016
1149,165,4,7,1045,206,7,25/02/2016,118,0,7,0.45,,,,1,1,1149,1541,0,0,0,0,0,2,25,2016
1150,165,5,7,1046,449,7,26/02/2016,119,0,7,0.4,,,,1,1,1150,1883,0,0,0,0,0,2,26,2016
1151,165,6,7,1047,105,7,27/02/2016,120,0,7,0.35,,,,0,1,1151,564,0,0,0,0,0,2,27,2016
1152,165,7,,,,0,28/02/2016,121,0,7,0.3,,,,0,0,1152,,0,1,0,0,0,2,28,2016
1153,166,1,7,1048,281,7,29/02/2016,122,0,7,0.25,,,,1,1,1153,2525,0,0,0,0,0,2,29,2016
1154,166,2,7,1049,421,7,01/03/2016,123,0,7,0.2,,,,1,1,1154,2627,0,0,0,0,0,3,1,2016
1155,166,3,7,1050,426,7,02/03/2016,124,0,7,0.15,,,,1,1,1155,2374,0,0,0,0,0,3,2,2016
1156,166,4,7,1051,257,7,03/03/2016,125,0,7,0.1,,,,1,1,1156,1618,0,0,0,0,0,3,3,2016
1157,166,5,7,1052,309,7,04/03/2016,126,0,7,0.05,,,,1,1,1157,2259,0,0,0,0,0,3,4,2016
1158,166,6,7,1053,,7,05/03/2016,127,0,,,,,,0,1,1158,426,0,0,0,0,0,3,5,2016
1159,166,7,,,,0,06/03/2016,128,0,,,,,,0,0,1159,,0,1,0,0,0,3,6,2016
1160,167,1,7,1054,309,7,07/03/2016,129,0,,,,,,1,1,1160,2203,0,0,0,0,0,3,7,2016
1161,167,2,7,1055,281,7,08/03/2016,130,0,,,,,,1,1,1161,2344,0,0,0,0,0,3,8,2016
1162,167,3,7,1056,229,7,09/03/2016,201,0,,,,,,1,1,1162,2392,0,0,0,0,0,3,9,2016
1163,167,4,7,1057,232,7,10/03/2016,202,0,,,,,,1,1,1163,1870,0,0,0,0,0,3,10,2016
1164,167,5,7,1058,225,7,11/03/2016,203,0,,,,,,1,1,1164,1772,0,0,0,0,0,3,11,2016
1165,167,6,7,1059,35,7,12/03/2016,204,0,,,,,,0,1,1165,610,0,0,0,0,0,3,12,2016
1166,167,7,,,,0,13/03/2016,205,0,,,,,,0,0,1166,,0,1,0,0,0,3,13,2016
1167,168,1,7,1060,225,7,14/03/2016,206,0,,,,,,1,1,1167,2437,0,0,0,0,0,3,14,2016
1168,168,2,7,1061,456,7,15/03/2016,207,0,,,,,,1,1,1168,2326,0,0,0,0,0,3,15,2016
1169,168,3,7,1062,262,7,16/03/2016,208,0,,,,,,1,1,1169,1954,0,0,0,0,0,3,16,2016
1170,168,4,7,1063,154,7,17/03/2016,209,0,,,,,,1,1,1170,1569,0,0,0,0,0,3,17,2016
1171,168,5,7,1064,337,7,18/03/2016,210,0,,,,,,1,1,1171,1777,0,0,0,0,0,3,18,2016
1172,168,6,7,1065,,7,19/03/2016,211,0,,,,,,0,1,1172,442,0,0,0,0,0,3,19,2016
1173,168,7,,,,0,20/03/2016,212,0,,,,,,0,0,1173,,0,1,0,0,0,3,20,2016
1174,169,1,7,1066,140,7,21/03/2016,213,0,,,,,,1,1,1174,2476,0,0,0,0,0,3,21,2016
1175,169,2,7,1067,211,7,22/03/2016,214,0,,,,,,1,1,1175,1934,0,0,0,0,0,3,22,2016
1176,169,3,7,1068,197,7,23/03/2016,215,0,,,,,,1,1,1176,2048,0,0,0,0,0,3,23,2016
1177,169,4,7,1069,309,7,24/03/2016,216,0,,,,,,1,1,1177,1586,0,0,0,0,0,3,24,2016
1178,169,5,7,1070,225,7,25/03/2016,217,0,,,,,,1,1,1178,2268,0,0,0,0,0,3,25,2016
1179,169,6,7,1071,140,7,26/03/2016,218,0,,,,,,0,1,1179,506,0,0,0,0,0,3,26,2016
1180,169,7,7,1072,,7,27/03/2016,219,0,,,,,,0,0,1180,,0,1,0,0,0,3,27,2016
1181,170,1,7,1073,421,7,28/03/2016,220,0,,,,,,1,1,1181,3439,0,0,0,0,0,3,28,2016
1182,170,2,7,1074,456,7,29/03/2016,221,0,,,1,0.05,,1,1,1182,3208,0,0,0,0,0,3,29,2016
1183,170,3,7,1075,393,7,30/03/2016,222,0,,,1,0.25,,1,1,1183,2277,0,0,0,0,0,3,30,2016
1184,170,4,7,1076,309,7,31/03/2016,223,0,,,1,0.45,,1,1,1184,2144,0,0,0,0,0,3,31,2016
1185,170,5,7,1077,449,7,01/04/2016,224,0,,,1,0.65,,1,1,1185,2519,0,0,0,0,0,4,1,2016
1186,170,6,7,1078,35,7,02/04/2016,225,1,1,,1,,1,0,0,1186,195,0,0,0,0,0,4,2,2016
1187,170,7,,,,0,03/04/2016,226,1,1,,1,,,0,0,1187,,0,1,0,0,0,4,3,2016
1188,171,1,7,1079,,7,04/04/2016,227,1,1,,1,,,1,0,1188,,0,0,0,0,0,4,4,2016
1189,171,2,7,1080,526,7,05/04/2016,228,0,1,0.65,,,,1,1,1189,4003,0,0,0,0,0,4,5,2016
1190,171,3,7,1081,197,7,06/04/2016,229,0,1,0.45,,,,1,1,1190,2513,0,0,0,0,0,4,6,2016
1191,171,4,7,1082,283,7,07/04/2016,301,0,1,0.4,,,,1,1,1191,,0,0,0,0,0,4,7,2016
1192,171,5,7,1083,337,7,08/04/2016,302,0,1,0.35,,,,1,1,1192,,0,0,0,0,0,4,8,2016
1193,171,6,7,1084,105,7,09/04/2016,303,0,1,0.3,,,,0,1,1193,,0,0,0,0,0,4,9,2016
1194,171,7,,,,0,10/04/2016,304,0,,,,,,0,0,1194,,0,1,0,0,0,4,10,2016
1195,172,1,7,1085,365,7,11/04/2016,305,0,,,,,,1,1,1195,,0,0,0,0,0,4,11,2016
1196,172,2,7,1086,491,7,12/04/2016,306,0,,,,,,1,1,1196,,0,0,0,0,0,4,12,2016
1197,172,3,7,1087,262,7,13/04/2016,307,0,,,,,,1,1,1197,,0,0,0,0,0,4,13,2016
1198,172,4,7,1088,283,7,14/04/2016,308,0,,,,,,1,1,1198,,0,0,0,0,0,4,14,2016
1199,172,5,7,1089,309,7,15/04/2016,309,0,,,,,,1,1,1199,,0,0,0,0,0,4,15,2016
1200,172,6,7,1090,35,7,16/04/2016,310,0,,,,,,0,1,1200,,0,0,0,0,0,4,16,2016
1201,172,7,7,1091,,7,17/04/2016,311,0,,,,,,0,0,1201,,0,1,0,0,0,4,17,2016
1202,173,1,7,1092,281,7,18/04/2016,312,0,,,3,0.35,,1,1,1202,,0,0,0,0,0,4,18,2016
1203,173,2,7,1093,246,7,19/04/2016,313,0,,,3,0.4,,1,1,1203,,0,0,0,0,0,4,19,2016
1204,173,3,7,1094,197,7,20/04/2016,314,0,,,3,0.45,,1,1,1204,,0,0,0,0,0,4,20,2016
1205,173,4,7,1095,232,7,21/04/2016,315,0,,,3,0.5,,1,1,1205,,0,0,0,0,0,4,21,2016
1206,173,5,7,1096,112,7,22/04/2016,316,0,,,3,0.55,,1,1,1206,,0,0,0,0,0,4,22,2016
1207,173,6,7,1097,140,7,23/04/2016,317,0,,,3,0.6,,0,1,1207,,0,0,0,0,0,4,23,2016
1208,173,7,7,1098,,7,24/04/2016,318,0,,,3,0.65,,0,0,1208,,0,1,0,0,0,4,24,2016
1209,174,1,7,1099,225,7,25/04/2016,319,0,,,3,0.7,,1,1,1209,,0,0,0,0,0,4,25,2016
1210,174,2,7,1100,526,7,26/04/2016,320,0,,,3,0.75,,1,1,1210,,0,0,0,0,0,4,26,2016
1211,174,3,7,1101,328,7,27/04/2016,321,0,,,3,0.8,,1,1,1211,,0,0,0,0,0,4,27,2016
1212,174,4,7,1102,206,7,28/04/2016,322,0,,,3,0.85,,1,1,1212,,0,0,0,0,0,4,28,2016
1213,174,5,7,1103,365,7,29/04/2016,323,0,,,3,0.9,,1,1,1213,,0,0,0,0,0,4,29,2016
1214,174,6,7,1104,35,7,30/04/2016,324,1,3,,3,,1,0,0,1214,,0,0,0,0,0,4,30,2016
1215,174,7,,,,0,01/05/2016,325,1,3,,3,,,0,0,1215,,0,1,0,0,0,5,1,2016
1216,175,1,,,,0,02/05/2016,326,1,3,,3,,,1,0,1216,,0,0,0,0,0,5,2,2016
1217,175,2,7,1105,281,7,03/05/2016,327,0,3,0.9,,,,1,1,1217,,0,0,0,0,0,5,3,2016
1218,175,3,7,1106,557,7,04/05/2016,328,0,3,0.85,,,,1,1,1218,,0,0,0,0,0,5,4,2016
1219,175,4,7,1107,232,7,05/05/2016,329,0,3,0.8,,,,1,1,1219,,0,0,0,0,0,5,5,2016
1220,175,5,7,1108,0,7,06/05/2016,330,0,3,0.75,,,,1,1,1220,,0,0,0,0,0,5,6,2016
1221,175,6,7,1109,0,7,07/05/2016,401,0,3,0.7,,,,0,1,1221,,0,0,0,0,0,5,7,2016
1222,175,7,7,1110,,7,08/05/2016,402,0,3,0.65,,,,0,0,1222,,0,1,0,0,0,5,8,2016
1223,176,1,7,1111,0,7,09/05/2016,403,0,3,0.6,,,,1,1,1223,,0,0,0,0,0,5,9,2016
1224,176,2,7,1112,0,7,10/05/2016,404,0,3,0.55,,,,1,1,1224,,0,0,0,0,0,5,10,2016
1225,176,3,7,1113,0,7,11/05/2016,405,0,3,0.5,,,,1,1,1225,,0,0,0,0,0,5,11,2016
1226,176,4,7,1114,0,7,12/05/2016,406,0,3,0.45,,,,1,1,1226,,0,0,0,0,0,5,12,2016
1227,176,5,7,1115,0,7,13/05/2016,407,0,3,0.4,,,,1,1,1227,,0,0,0,0,0,5,13,2016
1228,176,6,7,1116,0,7,14/05/2016,408,0,3,0.35,,,,0,1,1228,,0,0,0,0,0,5,14,2016
1229,176,7,,,,0,15/05/2016,409,0,,,,,,0,0,1229,,0,1,0,0,0,5,15,2016
1230,177,1,7,1117,0,7,16/05/2016,410,0,,,,,,1,1,1230,,0,0,0,0,0,5,16,2016
1231,177,2,7,1118,0,7,17/05/2016,411,0,,,,,,1,1,1231,,0,0,0,0,0,5,17,2016
1232,177,3,7,1119,0,7,18/05/2016,412,0,,,,,,1,1,1232,,0,0,0,0,0,5,18,2016
1233,177,4,7,1120,0,7,19/05/2016,413,0,,,,,,1,1,1233,,0,0,0,0,0,5,19,2016
1234,177,5,7,1121,0,7,20/05/2016,414,0,,,,,,1,1,1234,,0,0,0,0,0,5,20,2016
1235,177,6,7,1122,0,7,21/05/2016,415,0,,,,,,0,1,1235,,0,0,0,0,0,5,21,2016
1236,177,7,,,,0,22/05/2016,416,0,,,,,,0,0,1236,,0,1,0,0,0,5,22,2016
1237,178,1,7,1123,0,7,23/05/2016,417,0,,,,,,1,1,1237,,0,0,0,0,0,5,23,2016
1238,178,2,7,1124,0,7,24/05/2016,418,0,,,,,,1,1,1238,,0,0,0,0,0,5,24,2016
1239,178,3,7,1125,0,7,25/05/2016,419,0,,,,,,1,1,1239,,0,0,0,0,0,5,25,2016
1240,178,4,7,1126,0,7,26/05/2016,420,0,,,,,,1,1,1240,,0,0,0,0,0,5,26,2016
1241,178,5,7,1127,0,7,27/05/2016,421,0,,,,,,1,1,1241,,0,0,0,0,0,5,27,2016
1242,178,6,7,1128,0,7,28/05/2016,422,0,,,,,,0,1,1242,,0,0,0,0,0,5,28,2016
1243,178,7,,,,0,29/05/2016,423,0,,,,,,0,0,1243,,0,1,0,0,0,5,29,2016
1244,179,1,7,1129,0,7,30/05/2016,424,0,,,2,0.15,,1,1,1244,,0,0,0,0,0,5,30,2016
1245,179,2,7,1130,0,7,31/05/2016,425,0,,,2,0.2,,1,1,1245,,0,0,0,0,0,5,31,2016
1246,179,3,7,1131,0,7,01/06/2016,426,0,,,2,0.25,,1,1,1246,,0,0,0,0,0,6,1,2016
1247,179,4,7,1132,0,7,02/06/2016,427,0,,,2,0.3,,1,1,1247,,0,0,0,0,0,6,2,2016
1248,179,5,7,1133,0,7,03/06/2016,428,0,,,2,0.35,,1,1,1248,,0,0,0,0,0,6,3,2016
1249,179,6,7,1134,0,7,04/06/2016,429,0,,,2,0.4,,0,1,1249,,0,0,0,0,0,6,4,2016
1250,179,7,,,,0,05/06/2016,501,0,,,2,0.45,,0,0,1250,,0,1,0,0,0,6,5,2016
1251,180,1,7,1135,0,7,06/06/2016,502,0,,,2,0.5,,1,1,1251,,0,0,0,0,0,6,6,2016
1252,180,2,7,1136,0,7,07/06/2016,503,0,,,2,0.55,,1,1,1252,,0,0,0,0,0,6,7,2016
1253,180,3,7,1137,0,7,08/06/2016,504,0,,,2,0.6,,1,1,1253,,0,0,0,0,0,6,8,2016
1254,180,4,7,1138,,7,09/06/2016,505,1,2,,2,,1,1,0,1254,,0,0,0,0,0,6,9,2016
1255,180,5,7,1139,,7,10/06/2016,506,1,2,,2,,,1,0,1255,,0,0,0,0,0,6,10,2016
1256,180,6,,,,0,11/06/2016,507,1,2,,2,,,0,0,1256,,0,0,0,0,0,6,11,2016
1257,180,7,7,1140,0,7,12/06/2016,508,0,2,0.6,,,,0,1,1257,,1,0,0,0,0,6,12,2016
1258,181,1,7,1141,0,7,13/06/2016,509,0,2,0.55,,,,1,1,1258,,0,0,0,0,0,6,13,2016
1259,181,2,7,1142,0,7,14/06/2016,510,0,2,0.5,,,,1,1,1259,,0,0,0,0,0,6,14,2016
1260,181,3,7,1143,0,7,15/06/2016,511,0,2,0.45,,,,1,1,1260,,0,0,0,0,0,6,15,2016
1261,181,4,7,1144,0,7,16/06/2016,512,0,2,0.4,,,,1,1,1261,,0,0,0,0,0,6,16,2016
1262,181,5,7,1145,0,7,17/06/2016,513,0,2,0.35,,,,1,1,1262,,0,0,0,0,0,6,17,2016
1263,181,6,7,1146,0,7,18/06/2016,514,0,2,0.3,,,,0,1,1263,,0,0,0,0,0,6,18,2016
1264,181,7,7,1147,,7,19/06/2016,515,0,2,0.25,,,,0,0,1264,,0,1,0,0,0,6,19,2016
1265,182,1,7,1148,0,7,20/06/2016,516,0,,,,,,1,1,1265,,0,0,0,0,0,6,20,2016
1266,182,2,7,1149,0,7,21/06/2016,517,0,,,,,,1,1,1266,,0,0,0,0,0,6,21,2016
1267,182,3,7,1150,0,7,22/06/2016,518,0,,,,,,1,1,1267,,0,0,0,0,0,6,22,2016
1268,182,4,7,1151,0,7,23/06/2016,519,0,,,,,,1,1,1268,,0,0,0,0,0,6,23,2016
1269,182,5,7,1152,0,7,24/06/2016,520,0,,,,,,1,1,1269,,0,0,0,0,0,6,24,2016
1270,182,6,7,1153,0,7,25/06/2016,521,0,,,,,,0,1,1270,,0,0,0,0,0,6,25,2016
1271,182,7,7,1154,0,7,26/06/2016,522,0,,,,,,0,0,1271,,0,1,0,0,0,6,26,2016
1272,183,1,7,1155,0,7,27/06/2016,523,0,,,,,,1,1,1272,,0,0,0,0,0,6,27,2016
1273,183,2,7,1156,0,7,28/06/2016,524,0,,,,,,1,1,1273,,0,0,0,0,0,6,28,2016
1274,183,3,7,1157,0,7,29/06/2016,525,0,,,,,,1,1,1274,,0,0,0,0,0,6,29,2016
1275,183,4,7,1158,0,7,30/06/2016,526,0,,,,,,1,1,1275,,0,0,0,0,0,6,30,2016
1276,183,5,7,1159,0,7,01/07/2016,527,0,,,,,,1,1,1276,,0,0,0,0,0,7,1,2016
1277,183,6,7,1160,0,7,02/07/2016,528,0,,,,,,0,1,1277,,0,0,0,0,0,7,2,2016
1278,183,7,7,1161,,7,03/07/2016,529,0,,,,,,0,0,1278,,0,1,0,0,0,7,3,2016
1279,184,1,7,1162,0,7,04/07/2016,601,0,,,,,,1,1,1279,,0,0,0,0,0,7,4,2016
1280,184,2,7,1163,0,7,05/07/2016,602,0,,,,,,1,1,1280,,0,0,0,0,0,7,5,2016
1281,184,3,7,1164,0,7,06/07/2016,603,0,,,,,,1,1,1281,,0,0,0,0,0,7,6,2016
1282,184,4,7,1165,0,7,07/07/2016,604,0,,,,,,1,1,1282,,0,0,0,0,0,7,7,2016
1283,184,5,7,1166,0,7,08/07/2016,605,0,,,,,,1,1,1283,,0,0,0,0,0,7,8,2016
1284,184,6,7,1167,0,7,09/07/2016,606,0,,,,,,0,1,1284,,0,0,0,0,0,7,9,2016
1285,184,7,,,,0,10/07/2016,607,0,,,,,,0,0,1285,,0,1,0,0,0,7,10,2016
1286,185,1,7,1168,0,7,11/07/2016,608,0,,,,,,1,1,1286,,0,0,0,0,0,7,11,2016
1287,185,2,7,1169,0,7,12/07/2016,609,0,,,,,,1,1,1287,,0,0,0,0,0,7,12,2016
1288,185,3,7,1170,0,7,13/07/2016,610,0,,,,,,1,1,1288,,0,0,0,0,0,7,13,2016
1289,185,4,7,1171,0,7,14/07/2016,611,0,,,,,,1,1,1289,,0,0,0,0,0,7,14,2016
1290,185,5,7,1172,0,7,15/07/2016,612,0,,,,,,1,1,1290,,0,0,0,0,0,7,15,2016
1291,185,6,7,1173,0,7,16/07/2016,613,0,,,,,,0,1,1291,,0,0,0,0,0,7,16,2016
1292,185,7,,,,0,17/07/2016,614,0,,,,,,0,0,1292,,0,1,0,0,0,7,17,2016
1293,186,1,7,1174,0,7,18/07/2016,615,0,,,,,,1,1,1293,,0,0,0,0,0,7,18,2016
1294,186,2,7,1175,0,7,19/07/2016,616,0,,,,,,1,1,1294,,0,0,0,0,0,7,19,2016
1295,186,3,7,1176,0,7,20/07/2016,617,0,,,,,,1,1,1295,,0,0,0,0,0,7,20,2016
1296,186,4,7,1177,0,7,21/07/2016,618,0,,,,,,1,1,1296,,0,0,0,0,0,7,21,2016
1297,186,5,7,1178,0,7,22/07/2016,619,0,,,,,,1,1,1297,,0,0,0,0,0,7,22,2016
1298,186,6,7,1179,0,7,23/07/2016,620,0,,,,,,0,1,1298,,0,0,0,0,0,7,23,2016
1299,186,7,,,,0,24/07/2016,621,0,,,,,,0,0,1299,,0,1,0,0,0,7,24,2016
1300,187,1,7,1180,0,7,25/07/2016,622,0,,,,,,1,1,1300,,0,0,0,0,0,7,25,2016
1301,187,2,7,1181,0,7,26/07/2016,623,0,,,,,,1,1,1301,,0,0,0,0,0,7,26,2016
1302,187,3,7,1182,0,7,27/07/2016,624,0,,,,,,1,1,1302,,0,0,0,0,0,7,27,2016
1303,187,4,7,1183,0,7,28/07/2016,625,0,,,,,,1,1,1303,,0,0,0,0,0,7,28,2016
1304,187,5,7,1184,0,7,29/07/2016,626,0,,,,,,1,1,1304,,0,0,0,0,0,7,29,2016
1305,187,6,7,1185,0,7,30/07/2016,627,0,,,,,,0,1,1305,,0,0,0,0,0,7,30,2016
1306,187,7,,,,0,31/07/2016,628,0,,,,,,0,0,1306,,0,1,0,0,0,7,31,2016
1307,188,1,7,1186,0,7,01/08/2016,629,0,,,,,,1,1,1307,,0,0,0,0,0,8,1,2016
1308,188,2,7,1187,0,7,02/08/2016,630,0,,,,,,1,1,1308,,0,0,0,0,0,8,2,2016
1309,188,3,7,1188,0,7,03/08/2016,701,0,,,,,,1,1,1309,,0,0,0,0,0,8,3,2016
1310,188,4,7,1189,0,7,04/08/2016,702,0,,,,,,1,1,1310,,0,0,0,0,0,8,4,2016
1311,188,5,7,1190,0,7,05/08/2016,703,0,,,,,,1,1,1311,,0,0,0,0,0,8,5,2016
1312,188,6,7,1191,0,7,06/08/2016,704,0,,,,,,0,1,1312,,0,0,0,0,0,8,6,2016
1313,188,7,,,,0,07/08/2016,705,0,,,,,,0,0,1313,,0,1,0,0,0,8,7,2016
1314,189,1,7,1192,0,7,08/08/2016,706,0,,,,,,1,1,1314,,0,0,0,0,0,8,8,2016
1315,189,2,7,1193,0,7,09/08/2016,707,0,,,,,,1,1,1315,,0,0,0,0,0,8,9,2016
1316,189,3,7,1194,0,7,10/08/2016,708,0,,,,,,1,1,1316,,0,0,0,0,0,8,10,2016
1317,189,4,7,1195,0,7,11/08/2016,709,0,,,,,,1,1,1317,,0,0,0,0,0,8,11,2016
1318,189,5,7,1196,0,7,12/08/2016,710,0,,,,,,1,1,1318,,0,0,0,0,0,8,12,2016
1319,189,6,7,1197,0,7,13/08/2016,711,0,,,,,,0,1,1319,,0,0,0,0,0,8,13,2016
1320,189,7,,,,0,14/08/2016,712,0,,,,,,0,0,1320,,0,1,0,0,0,8,14,2016
1321,190,1,7,1198,0,7,15/08/2016,713,0,,,,,,1,1,1321,,0,0,0,0,0,8,15,2016
1322,190,2,7,1199,0,7,16/08/2016,714,0,,,,,,1,1,1322,,0,0,0,0,0,8,16,2016
1323,190,3,7,1200,0,7,17/08/2016,715,0,,,,,,1,1,1323,,0,0,0,0,0,8,17,2016
1324,190,4,7,1201,0,7,18/08/2016,716,0,,,,,,1,1,1324,,0,0,0,0,0,8,18,2016
1325,190,5,7,1202,0,7,19/08/2016,717,0,,,,,,1,1,1325,,0,0,0,0,0,8,19,2016
1326,190,6,7,1203,,7,20/08/2016,718,0,,,,,,0,1,1326,,0,0,0,0,0,8,20,2016
1327,190,7,7,1204,,7,21/08/2016,719,0,,,,,,0,0,1327,,0,1,0,0,0,8,21,2016
1328,191,1,7,1205,0,7,22/08/2016,720,0,,,,,,1,1,1328,,0,0,0,0,0,8,22,2016
1329,191,2,7,1206,0,7,23/08/2016,721,0,,,,,,1,1,1329,,0,0,0,0,0,8,23,2016
1330,191,3,7,1207,0,7,24/08/2016,722,0,,,,,,1,1,1330,,0,0,0,0,0,8,24,2016
1331,191,4,7,1208,0,7,25/08/2016,723,0,,,,,,1,1,1331,,0,0,0,0,0,8,25,2016
1332,191,5,7,1209,0,7,26/08/2016,724,0,,,,,,1,1,1332,,0,0,0,0,0,8,26,2016
1333,191,6,7,1210,0,7,27/08/2016,725,0,,,,,,0,1,1333,,0,0,0,0,0,8,27,2016
1334,191,7,7,1211,,7,28/08/2016,726,0,,,,,,0,0,1334,,0,1,0,0,0,8,28,2016
1335,192,1,7,1212,0,7,29/08/2016,727,0,,,,,,1,1,1335,,0,0,0,0,0,8,29,2016
1336,192,2,7,1213,0,7,30/08/2016,728,0,,,,,,1,1,1336,,0,0,0,0,0,8,30,2016
1337,192,3,7,1214,0,7,31/08/2016,729,0,,,,,,1,1,1337,,0,0,0,0,0,8,31,2016
1338,192,4,7,1215,0,7,01/09/2016,801,0,,,,,,1,1,1338,,0,0,0,0,0,9,1,2016
1339,192,5,7,1216,0,7,02/09/2016,802,0,,,,,,1,1,1339,,0,0,0,0,0,9,2,2016
1340,192,6,7,1217,0,7,03/09/2016,803,0,,,,,,0,1,1340,,0,0,0,0,0,9,3,2016
1341,192,7,7,1218,0,7,04/09/2016,804,0,,,,,,0,0,1341,,0,1,0,0,0,9,4,2016
1342,193,1,7,1219,0,7,05/09/2016,805,0,,,4,0.15,,1,1,1342,,0,0,0,0,0,9,5,2016
1343,193,2,7,1220,0,7,06/09/2016,806,0,,,4,0.2,,1,1,1343,,0,0,0,0,0,9,6,2016
1344,193,3,7,1221,0,7,07/09/2016,807,0,,,4,0.25,,1,1,1344,,0,0,0,0,0,9,7,2016
1345,193,4,7,1222,0,7,08/09/2016,808,0,,,4,0.3,,1,1,1345,,0,0,0,0,0,9,8,2016
1346,193,5,7,1223,0,7,09/09/2016,809,0,,,4,0.35,,1,1,1346,,0,0,0,0,0,9,9,2016
1347,193,6,7,1224,0,7,10/09/2016,810,0,,,4,0.4,,0,1,1347,,0,0,0,0,0,9,10,2016
1348,193,7,,,,0,11/09/2016,811,0,,,4,0.45,,0,0,1348,,0,1,0,0,0,9,11,2016
1349,194,1,7,1225,0,7,12/09/2016,812,0,,,4,0.5,,1,1,1349,,0,0,0,0,0,9,12,2016
1350,194,2,7,1226,0,7,13/09/2016,813,0,,,4,0.55,,1,1,1350,,0,0,0,0,0,9,13,2016
1351,194,3,7,1227,0,7,14/09/2016,814,0,,,4,0.6,,1,1,1351,,0,0,0,0,0,9,14,2016
1352,194,4,7,1228,,7,15/09/2016,815,1,4,,4,,1,1,0,1352,,0,0,0,0,0,9,15,2016
1353,194,5,,,,0,16/09/2016,816,1,4,,4,,,1,0,1353,,0,0,0,0,0,9,16,2016
1354,194,6,7,1229,,7,17/09/2016,817,1,4,,4,,,0,0,1354,,0,0,0,0,0,9,17,2016
1355,194,7,7,1230,0,7,18/09/2016,818,0,4,0.6,,,,0,1,1355,,1,0,0,0,0,9,18,2016
1356,195,1,7,1231,0,7,19/09/2016,819,0,4,0.55,,,,1,1,1356,,0,0,0,0,0,9,19,2016
1357,195,2,7,1232,0,7,20/09/2016,820,0,4,0.5,,,,1,1,1357,,0,0,0,0,0,9,20,2016
1358,195,3,7,1233,0,7,21/09/2016,821,0,4,0.45,,,,1,1,1358,,0,0,0,0,0,9,21,2016
1359,195,4,7,1234,0,7,22/09/2016,822,0,4,0.4,,,,1,1,1359,,0,0,0,0,0,9,22,2016
1360,195,5,7,1235,0,7,23/09/2016,823,0,4,0.35,,,,1,1,1360,,0,0,0,0,0,9,23,2016
1361,195,6,7,1236,,7,24/09/2016,824,0,4,0.3,,,,0,1,1361,,0,0,0,0,0,9,24,2016
1362,195,7,,,,0,25/09/2016,825,0,4,,,,,0,0,1362,,0,1,0,0,0,9,25,2016
1363,196,1,7,1237,0,7,26/09/2016,826,0,4,0.2,,,,1,1,1363,,0,0,0,0,0,9,26,2016
1364,196,2,7,1238,0,7,27/09/2016,827,0,,,,,,1,1,1364,,0,0,0,0,0,9,27,2016
1365,196,3,7,1239,0,7,28/09/2016,828,0,,,,,,1,1,1365,,0,0,0,0,0,9,28,2016
1366,196,4,7,1240,0,7,29/09/2016,829,0,,,,,,1,1,1366,,0,0,0,0,0,9,29,2016
1367,196,5,7,1241,,7,30/09/2016,830,0,,,,,1,1,1,1367,,0,0,0,0,0,9,30,2016
1368,196,6,,,,0,01/10/2016,901,1,5,,5,,,0,0,1368,,0,0,0,0,0,10,1,2016
1369,196,7,,,,0,02/10/2016,902,1,5,,5,,,0,0,1369,,0,1,0,0,0,10,2,2016
1370,197,1,,,,0,03/10/2016,903,1,5,,5,,,1,0,1370,,0,0,0,0,0,10,3,2016
1371,197,2,7,1242,,7,04/10/2016,904,1,5,,5,,,1,0,1371,,0,0,0,0,0,10,4,2016
1372,197,3,7,1243,,7,05/10/2016,905,1,5,,5,,,1,0,1372,,0,0,0,0,0,10,5,2016
1373,197,4,7,1244,,7,06/10/2016,906,1,5,,5,,,1,0,1373,,0,0,0,0,0,10,6,2016
1374,197,5,7,1245,,7,07/10/2016,907,1,5,,5,,,1,0,1374,,0,0,0,0,0,10,7,2016
1375,197,6,7,1246,0,7,08/10/2016,908,0,5,1,,,,0,1,1375,,0,0,1,0,0,10,8,2016
1376,197,7,7,1247,0,7,09/10/2016,909,0,5,0.95,,,,0,1,1376,,1,0,0,0,0,10,9,2016
1377,198,1,7,1248,0,7,10/10/2016,910,0,5,0.9,,,,1,1,1377,,0,0,0,0,0,10,10,2016
1378,198,2,7,1249,0,7,11/10/2016,911,0,5,0.85,,,,1,1,1378,,0,0,0,0,0,10,11,2016
1379,198,3,7,1250,0,7,12/10/2016,912,0,5,0.8,,,,1,1,1379,,0,0,0,0,0,10,12,2016
1380,198,4,7,1251,0,7,13/10/2016,913,0,5,0.75,,,,1,1,1380,,0,0,0,0,0,10,13,2016
1381,198,5,7,1252,0,7,14/10/2016,914,0,5,0.7,,,,1,1,1381,,0,0,0,0,0,10,14,2016
